11 23.9 0xCCCCCC 
12 24.0 0xCCCCCC 
13 24.1 0xCCCCCC 
14 24.6 0x999999 24.6
15 25.2 0x666666 25.2
16 25.3 0x666666 25.3
17 26.7 0x000000 26.7
18 27.1 0x000000 27.1
19 26.9 0x000000 26.9
20 26.1 0x000000 
21 25.5 0x666666 
22 25.3 0x666666 25.3
23 24.7 0x666666 24.7
