07 24.2 0xCCCCCC 
08 26.1 0xCCCCCC 
09 26.8 0xCCCCCC 
10 26.0 0x666666 26.0
11 25.8 0x666666 25.8
12 25.9 0x666666 25.9
13 25.9 0x666666 25.9
14 23.7 0x999999 23.7
15 26.4 0x000000 26.4
16 25.7 0x666666 25.7
17 25.8 0x666666 25.8
18 25.4 0x666666 
19 25.4 0x666666 
20 24.7 0x666666 
21 24.4 0x666666 24.4
22 24.4 0x666666 24.4
23 23.6 0x999999 23.6
