13 0 2 11 0xCCCCCC 
14 0 2 11 0xCCCCCC 
15 0 2 11 0xCCCCCC 
16 5 2 11 0x999999 18.2
17 10 2 11 0x999999 
18 14 2 11 0x999999 
19 16 2 11 0x999999 
20 17 2 11 0x666666 
21 18 2 11 0x666666 
22 18 2 11 0x666666 
23 17 2 11 0x666666 
00 17 2 11 0x666666 
01 15 2 11 0x999999 
02 14 2 11 0x999999 
03 14 2 11 0x999999 
04 14 2 11 0x999999 
05 16 2 11 0x999999 
06 19 2 11 0x666666 
07 19 2 11 0x666666 
08 18 2 11 0x666666 
09 15 2 11 0x999999 
10 13 2 11 0x999999 
11 12 2 11 0x999999 
12 10 2 11 0x999999 
13 10 2 11 0x999999 
14 11 2 11 0x999999 
15 12 2 11 0x999999 
16 13 2 11 0x999999 
17 14 2 11 0x999999 
18 17 2 11 0x999999 
19 26 2 11 0x000000 
20 39 2 11 0x000000 51.9
21 37 2 11 0x000000 
22 26 2 11 0x000000 
23 19 2 11 0x666666 
