13 5 2 11 0xCCCCCC 
14 3 2 11 0xCCCCCC 
15 5 2 11 0x999999 
16 7 2 11 0x999999 
17 10 2 11 0x999999 
18 14 2 11 0x666666 
19 17 2 11 0x666666 
20 19 2 11 0x000000 
21 20 2 11 0x000000 
22 18 2 11 0x666666 
23 16 2 11 0x666666 
00 16 2 11 0x666666 
01 14 2 11 0x666666 
02 14 2 11 0x666666 
03 13 2 11 0x666666 
04 14 2 11 0x666666 
05 15 2 11 0x666666 
06 17 2 11 0x666666 
07 17 2 11 0x666666 
08 16 2 11 0x666666 
09 14 2 11 0x666666 
10 10 2 11 0x999999 
11 5 2 11 0x999999 
12 1 2 11 0x999999 14.4
13 1 2 11 0x999999 13.9
14 1 2 11 0x999999 14.0
15 4 2 11 0x999999 
16 8 2 11 0x999999 
17 13 2 11 0x666666 
18 16 2 11 0x666666 
19 19 2 11 0x666666 
20 24 2 11 0x000000 36.6
21 22 2 11 0x000000 
22 20 2 11 0x000000 
23 17 2 11 0x666666 
