00 17 2 11 0xCCCCCC 
01 16 2 11 0xCCCCCC 
02 15 2 11 0xCCCCCC 
03 15 2 11 0x666666 
04 15 2 11 0x666666 
05 16 2 11 0x666666 
06 17 2 11 0x666666 
07 16 2 11 0x666666 
08 15 2 11 0x666666 
09 11 2 11 0x999999 
10 4 2 11 0x999999 
11 0 2 11 0x999999 13.5
12 0 2 11 0x999999 13.1
13 0 2 11 0x999999 13.1
14 0 2 11 0x999999 13.2
15 2 2 11 0x999999 
16 7 2 11 0x999999 
17 11 2 11 0x999999 
18 15 2 11 0x666666 
19 19 2 11 0x666666 
20 25 2 11 0x000000 38.2
21 23 2 11 0x000000 
22 18 2 11 0x666666 
23 17 2 11 0x666666 
