16 7 0xCCCCCC 
17 12 0xCCCCCC 
18 13 0xCCCCCC 
19 16 0x000000 
20 16 0x000000 
21 16 0x000000 
22 15 0x000000 
23 13 0x666666 
00 12 0x666666 
01 11 0x999999 
02 11 0x999999 
03 11 0x999999 
04 11 0x999999 
05 11 0x999999 
06 13 0x666666 
07 15 0x000000 
08 13 0x666666 
09 11 0x999999 
10 10 0x999999 
11 7 0x999999 
12 5 0x999999 
13 4 0x999999 4
14 4 0x999999 4
15 5 0x999999 
16 8 0x999999 
17 12 0x666666 
18 13 0x666666 
19 17 0x000000 17
20 17 0x000000 17
21 17 0x000000 17
22 16 0x000000 
23 15 0x000000 
