"" 33 0xCCCCCC 
"" 33 0xCCCCCC 
"" 33 0xCCCCCC 
05 33 0xCCCCCC 
"" 33 0xCCCCCC 
"" 33 0xCCCCCC 
"" 34 0xCCCCCC 
06 34 0xCCCCCC 
"" 34 0xCCCCCC 
"" 35 0xCCCCCC 
"" 35 0xCCCCCC 
07 35 0xCCCCCC 
"" 35 0x666666 
"" 35 0x666666 
"" 34 0x666666 
08 36 0x666666 
"" 34 0x666666 
"" 32 0x999999 
"" 32 0x999999 
09 32 0x999999 
"" 32 0x999999 
"" 35 0x666666 
"" 36 0x666666 
10 34 0x666666 
"" 34 0x666666 
"" 34 0x666666 
"" 34 0x666666 
11 33 0x999999 
"" 33 0x999999 
"" 33 0x999999 
"" 33 0x999999 
12 32 0x999999 
"" 33 0x999999 
"" 32 0x999999 
"" 32 0x999999 
13 32 0x999999 
"" 32 0x999999 
"" 31 0x999999 
"" 31 0x999999 
14 31 0x999999 30.5
"" 31 0x999999 
"" 32 0x999999 
"" 32 0x999999 
15 31 0x999999 
"" 32 0x999999 
"" 33 0x999999 
"" 32 0x999999 
16 34 0x999999 
"" 32 0x999999 
"" 33 0x999999 
"" 33 0x999999 
17 35 0x666666 
"" 35 0x666666 
"" 37 0x666666 
"" 38 0x666666 
18 37 0x666666 
"" 38 0x666666 
"" 39 0x666666 
"" 41 0x000000 
19 39 0x666666 
"" 41 0x000000 
"" 41 0x000000 
"" 42 0x000000 42.1
20 41 0x000000 
"" 42 0x000000 
"" 42 0x000000 
"" 41 0x000000 
21 42 0x000000 
"" 42 0x000000 
"" 41 0x000000 
"" 41 0x000000 
22 41 0x000000 
"" 41 0x000000 
"" 41 0x000000 
"" 40 0x000000 
23 40 0x666666 
"" 38 0x666666 
"" 38 0x666666 
"" 38 0x666666 
