"" 15 0xCCCCCC 
"" 14 0xCCCCCC 
"" 14 0xCCCCCC 
05 15 0xCCCCCC 
"" 15 0xCCCCCC 
"" 14 0xCCCCCC 
"" 14 0xCCCCCC 
06 15 0xCCCCCC 
"" 16 0xCCCCCC 
"" 16 0xCCCCCC 
"" 16 0xCCCCCC 
07 16 0xCCCCCC 
"" 16 0x999999 
"" 17 0x999999 
"" 16 0x999999 
08 18 0x999999 
"" 17 0x999999 
"" 15 0x999999 
"" 14 0x999999 
09 14 0x999999 
"" 14 0x999999 
"" 13 0x999999 
"" 13 0x999999 
10 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
11 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
12 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
13 13 0x999999 
"" 13 0x999999 12.7
"" 13 0x999999 
"" 13 0x999999 
14 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
15 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
16 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
"" 13 0x999999 
17 13 0x999999 
"" 14 0x999999 
"" 15 0x999999 
"" 23 0x666666 
18 20 0x999999 
"" 30 0x666666 
"" 34 0x000000 
"" 61 0x000000 60.7
19 35 0x000000 
"" 39 0x000000 
"" 41 0x000000 
"" 43 0x000000 
20 41 0x000000 
"" 41 0x000000 
"" 43 0x000000 
"" 44 0x000000 
21 48 0x000000 
"" 42 0x000000 
"" 39 0x000000 
"" 38 0x000000 
22 40 0x000000 
"" 40 0x000000 
"" 40 0x000000 
"" 39 0x000000 
23 38 0x000000 
"" 36 0x000000 
"" 36 0x000000 
"" 37 0x000000 
