"" 33 0xCCCCCC 
06 33 0xCCCCCC 
"" 35 0xCCCCCC 
"" 35 0xCCCCCC 
"" 36 0xCCCCCC 
07 36 0xCCCCCC 
"" 37 0xCCCCCC 
"" 37 0xCCCCCC 
"" 37 0xCCCCCC 
08 39 0xCCCCCC 
"" 38 0xCCCCCC 
"" 36 0xCCCCCC 
"" 33 0x666666 
09 36 0x666666 
"" 33 0x666666 
"" 30 0x999999 
"" 29 0x999999 
10 29 0x999999 
"" 28 0x999999 
"" 26 0x999999 
"" 25 0x999999 
11 23 0x999999 
"" 20 0x999999 
"" 19 0x999999 
"" 20 0x999999 
12 19 0x999999 
"" 19 0x999999 
"" 18 0x999999 
"" 17 0x999999 
13 16 0x999999 
"" 15 0x999999 
"" 15 0x999999 
"" 15 0x999999 
14 14 0x999999 14.3
"" 15 0x999999 
"" 16 0x999999 
"" 17 0x999999 
15 16 0x999999 
"" 18 0x999999 
"" 22 0x999999 
"" 25 0x999999 
16 24 0x999999 
"" 28 0x999999 
"" 29 0x999999 
"" 32 0x999999 
17 32 0x999999 
"" 36 0x666666 
"" 38 0x666666 
"" 37 0x666666 
18 36 0x666666 
"" 38 0x666666 
"" 40 0x666666 
"" 41 0x000000 
19 40 0x666666 
"" 41 0x666666 
"" 43 0x000000 
"" 43 0x000000 43.5
20 42 0x000000 
"" 41 0x666666 
"" 40 0x666666 
"" 39 0x666666 
21 39 0x666666 
"" 39 0x666666 
"" 38 0x666666 
"" 37 0x666666 
22 38 0x666666 
"" 37 0x666666 
"" 37 0x666666 
"" 36 0x666666 
23 37 0x666666 
"" 36 0x666666 
"" 35 0x666666 
"" 35 0x666666 
