08 24.1 0xCCCCCC 
09 24.3 0xCCCCCC 
10 23.3 0xCCCCCC 
11 21.9 0x999999 21.9
12 21.7 0x999999 21.7
13 21.6 0x999999 21.6
14 22.3 0x999999 22.3
15 23.5 0x666666 
16 24.7 0x000000 24.7
17 25.1 0x000000 25.1
18 23.8 0x666666 
19 23.0 0x666666 
20 22.5 0x999999 
21 22.2 0x999999 22.2
22 22.4 0x999999 22.4
23 21.8 0x999999 21.8
