11 23.9 0xCCCCCC 
12 23.5 0xCCCCCC 
13 23.5 0xCCCCCC 
14 24.8 0x999999 24.8
15 26.2 0x666666 
16 27.1 0x000000 27.1
17 27.5 0x000000 
18 27.4 0x000000 27.4
19 27.1 0x000000 27.1
20 26.5 0x666666 26.5
21 25.5 0x666666 
22 25.4 0x666666 25.4
23 24.7 0x999999 24.7
