10 25.6 0xCCCCCC 
11 25.6 0xCCCCCC 
12 24.7 0xCCCCCC 
13 24.4 0x999999 24.4
14 24.5 0x999999 
15 24.1 0x999999 24.1
16 24.2 0x999999 24.2
17 24.5 0x999999 
18 24.2 0x999999 24.2
19 23.7 0x999999 23.7
20 23.4 0x999999 23.4
21 23.4 0x999999 23.4
22 23.4 0x999999 23.4
23 22.6 0x999999 22.6
