18 33.7 0xCCCCCC 
19 32.6 0xCCCCCC 
20 29.3 0xCCCCCC 
21 27.4 0x999999 
22 27.1 0x999999 
23 26.5 0x999999 
00 25.0 0x999999 25.0
01 25.6 0x999999 
02 25.2 0x999999 25.2
03 25.1 0x999999 25.1
04 25.2 0x999999 25.2
05 25.7 0x999999 
06 26.0 0x999999 
07 29.1 0x666666 
08 32.1 0x000000 32.1
09 32.3 0x000000 32.3
10 31.0 0x666666 
11 30.0 0x666666 
12 28.9 0x666666 
13 28.8 0x999999 
14 29.1 0x666666 
15 30.0 0x666666 
16 30.8 0x666666 
17 31.9 0x000000 31.9
18 31.8 0x000000 31.8
19 30.6 0x666666 
20 27.8 0x999999 
21 26.6 0x999999 
22 26.3 0x999999 
23 25.5 0x999999 
