13 0 2 11 0xCCCCCC 
14 0 2 11 0xCCCCCC 
15 0 2 11 0xCCCCCC 
16 1 2 11 0x999999 14.6
17 9 2 11 0x999999 
18 14 2 11 0x999999 
19 16 2 11 0x666666 
20 18 2 11 0x666666 
21 18 2 11 0x666666 
22 18 2 11 0x666666 
23 16 2 11 0x666666 
00 15 2 11 0x666666 
01 14 2 11 0x666666 
02 14 2 11 0x999999 
03 13 2 11 0x999999 
04 14 2 11 0x999999 
05 15 2 11 0x666666 
06 17 2 11 0x666666 
07 18 2 11 0x666666 
08 16 2 11 0x666666 
09 13 2 11 0x999999 
10 11 2 11 0x999999 
11 7 2 11 0x999999 
12 5 2 11 0x999999 
13 4 2 11 0x999999 
14 4 2 11 0x999999 
15 8 2 11 0x999999 
16 11 2 11 0x999999 
17 14 2 11 0x999999 
18 17 2 11 0x666666 
19 24 2 11 0x000000 
20 32 2 11 0x000000 45.5
21 31 2 11 0x000000 
22 23 2 11 0x000000 
23 19 2 11 0x666666 
