13 28.0 0xCCCCCC 
14 27.9 0xCCCCCC 
15 28.5 0x000000 28.5
16 28.3 0x000000 
17 29.1 0x000000 29.1
18 28.9 0x000000 28.9
19 28.3 0x000000 
20 26.4 0x666666 
21 25.8 0x999999 
22 25.6 0x999999 
23 25.2 0x999999 
00 25.0 0x999999 
01 24.8 0x999999 
02 24.3 0x999999 24.3
03 24.0 0x999999 24.0
04 23.8 0x999999 23.8
05 23.9 0x999999 23.9
06 24.2 0x999999 24.2
07 25.3 0x999999 
08 26.3 0x666666 
09 26.6 0x666666 
10 25.4 0x999999 
11 24.7 0x999999 
12 24.2 0x999999 24.2
13 23.9 0x999999 23.9
14 23.8 0x999999 23.8
15 24.6 0x999999 
16 26.3 0x666666 
17 28.4 0x000000 
18 29.0 0x000000 29.0
19 28.1 0x000000 
20 26.3 0x666666 
21 25.4 0x999999 
22 25.6 0x999999 
23 24.9 0x999999 
