13 0 2 11 0xCCCCCC 
14 0 2 11 0x999999 12.9
15 0 2 11 0x999999 13.0
16 0 2 11 0x999999 13.1
17 1 2 11 0x999999 
18 10 2 11 0x999999 
19 15 2 11 0x666666 
20 16 2 11 0x666666 
21 17 2 11 0x666666 
22 18 2 11 0x666666 
23 16 2 11 0x666666 
00 17 2 11 0x666666 
01 15 2 11 0x666666 
02 14 2 11 0x666666 
03 14 2 11 0x666666 
04 14 2 11 0x666666 
05 15 2 11 0x666666 
06 16 2 11 0x666666 
07 18 2 11 0x666666 
08 18 2 11 0x666666 
09 15 2 11 0x666666 
10 13 2 11 0x666666 
11 10 2 11 0x999999 
12 5 2 11 0x999999 
13 2 2 11 0x999999 
14 1 2 11 0x999999 
15 1 2 11 0x999999 
16 4 2 11 0x999999 
17 9 2 11 0x999999 
18 13 2 11 0x666666 
19 15 2 11 0x666666 
20 17 2 11 0x666666 
21 19 2 11 0x000000 31.8
22 18 2 11 0x000000 
23 17 2 11 0x666666 
