05 13 2 11 0xCCCCCC 
06 11 2 11 0xCCCCCC 
07 9 2 11 0xCCCCCC 
08 5 2 11 0x999999 
09 0 2 11 0x999999 
10 0 2 11 0x999999 13.1
11 0 2 11 0x999999 13.1
12 0 2 11 0x999999 13.0
13 0 2 11 0x999999 12.8
14 0 1 11 0x999999 12.5
15 0 1 11 0x999999 12.5
16 0 2 11 0x999999 12.8
17 0 2 11 0x999999 13.1
18 5 2 11 0x999999 
19 14 2 11 0x666666 
20 18 2 11 0x000000 30.7
21 18 2 11 0x000000 31.3
22 18 2 11 0x000000 31.3
23 17 2 11 0x666666 
