19 22 2 11 0xCCCCCC 
20 24 2 11 0xCCCCCC 
21 25 2 11 0xCCCCCC 
22 24 2 11 0x000000 36.7
23 22 2 11 0x000000 
00 20 2 11 0x666666 
01 20 2 11 0x666666 
02 19 2 11 0x666666 
03 19 2 11 0x666666 
04 18 2 11 0x666666 
05 18 2 11 0x666666 
06 16 2 11 0x666666 
07 14 2 11 0x666666 
08 10 2 11 0x999999 
09 1 2 11 0x999999 
10 0 2 11 0x999999 
11 0 2 11 0x999999 
12 0 1 11 0x999999 12.4
13 0 1 11 0x999999 11.9
14 0 1 11 0x999999 11.8
15 0 2 11 0x999999 
16 0 2 11 0x999999 
17 1 2 11 0x999999 
18 11 2 11 0x999999 
19 19 2 11 0x666666 
20 21 2 11 0x666666 
21 20 2 11 0x666666 
22 20 2 11 0x666666 
23 19 2 11 0x666666 
