19 32.6 0xCCCCCC 
20 29.6 0xCCCCCC 
21 26.2 0xCCCCCC 
22 25.2 0x666666 
23 24.7 0x666666 
00 24.8 0x666666 
01 24.3 0x666666 
02 23.5 0x666666 
03 23.0 0x999999 
04 22.9 0x999999 
05 23.6 0x666666 
06 25.9 0x666666 
07 26.6 0x666666 26.6
08 27.0 0x666666 27.0
09 24.2 0x666666 
10 17.8 0x999999 
11 14.3 0x999999 14.3
12 14.3 0x999999 14.3
13 14.3 0x999999 14.3
14 14.3 0x999999 14.3
15 14.3 0x999999 14.3
16 14.8 0x999999 
17 21.3 0x999999 
18 26.0 0x666666 
19 27.3 0x666666 27.3
20 26.4 0x666666 
21 25.4 0x666666 
22 24.0 0x666666 
23 20.9 0x999999 
