21 14.3 0xCCCCCC 
22 14.3 0xCCCCCC 
23 14.2 0xCCCCCC 
00 14.2 0x999999 14.2
01 14.1 0x999999 14.1
02 13.8 0x999999 13.8
03 13.8 0x999999 13.8
04 13.7 0x999999 13.7
05 13.8 0x999999 13.8
06 13.8 0x999999 13.8
07 14.1 0x999999 14.1
08 14.3 0x999999 14.3
09 14.1 0x999999 14.1
10 13.8 0x999999 13.8
11 14.0 0x999999 14.0
12 13.9 0x999999 13.9
13 13.9 0x999999 13.9
14 13.9 0x999999 13.9
15 14.0 0x999999 14.0
16 14.2 0x999999 14.2
17 14.5 0x999999 
18 16.3 0x666666 
19 19.1 0x000000 
20 20.3 0x000000 20.3
21 20.1 0x000000 20.1
22 19.1 0x000000 
23 17.6 0x000000 
