12 13.9 0xCCCCCC 
13 13.9 0xCCCCCC 
14 13.9 0x999999 13.9
15 14.0 0x999999 14.0
16 14.2 0x999999 14.2
17 14.5 0x999999 
18 16.3 0x999999 
19 19.1 0x999999 
20 20.3 0x999999 
21 20.1 0x999999 
22 19.1 0x999999 
23 17.6 0x999999 
00 16.8 0x999999 
01 15.6 0x999999 
02 15.5 0x999999 
03 15.6 0x999999 
04 16.3 0x999999 
05 17.0 0x999999 
06 22.7 0x999999 
07 27.3 0x666666 
08 29.1 0x000000 
09 28.8 0x000000 
10 26.1 0x666666 
11 24.5 0x666666 
12 24.3 0x666666 
13 24.5 0x666666 
14 24.6 0x666666 
15 24.6 0x666666 
16 25.9 0x666666 
17 27.9 0x666666 
18 30.7 0x000000 
19 34.2 0x000000 34.2
20 30.5 0x000000 
21 28.6 0x000000 
22 28.3 0x666666 
